sep=,
NKChart
X of n [Wavelength (nm)],n - n,X of k [Wavelength (nm)],k - k,X of nodes [Wavelength (nm)],nodes - k
574.126660287794,1.45899526930365,574.126660287794,0,,
573.340603415914,1.45902487667793,573.340603415914,0,,
572.554546544035,1.4590545653478,572.554546544035,0,,
571.768489672153,1.45908433564856,571.768489672153,0,,
570.982432800271,1.45911418791733,570.982432800271,0,,
570.196375928391,1.45914412249312,570.196375928391,0,,
569.410319056511,1.45917413971679,569.410319056511,0,,
568.62426218463,1.4592042399311,568.62426218463,0,,
567.838205312749,1.4592344234807,567.838205312749,0,,
567.052148440868,1.45926469071215,567.052148440868,0,,
566.266091568986,1.45929504197394,566.266091568986,0,,
565.480034697105,1.45932547761648,565.480034697105,0,,
564.693977825226,1.45935599799217,564.693977825226,0,,
563.907920953344,1.45938660345533,563.907920953344,0,,
563.121864081465,1.45941729436228,563.121864081465,0,,
562.335807209584,1.45944807107135,562.335807209584,0,,
561.549750337701,1.45947893394283,561.549750337701,0,,
560.763693465821,1.45950988333908,560.763693465821,0,,
559.977636593939,1.45954091962446,559.977636593939,0,,
559.19157972206,1.45957204316539,559.19157972206,0,,
558.40552285018,1.45960325433036,558.40552285018,0,,
557.619465978299,1.45963455348993,557.619465978299,0,,
556.833409106417,1.45966594101675,556.833409106417,0,,
556.047352234537,1.45969741728559,556.047352234537,0,,
555.261295362656,1.45972898267332,555.261295362656,0,,
554.475238490774,1.45976063755898,554.475238490774,0,,
553.689181618894,1.45979238232372,553.689181618894,0,,
552.903124747014,1.4598242173509,552.903124747014,0,,
552.117067875132,1.45985614302604,552.117067875132,0,,
551.331011003252,1.45988815973685,551.331011003252,0,,
550.544954131371,1.45992026787328,550.544954131371,0,,
549.758897259489,1.45995246782749,549.758897259489,0,,
548.972840387608,1.45998475999389,548.972840387608,0,,
548.186783515729,1.46001714476917,548.186783515729,0,,
547.400726643849,1.46004962255227,547.400726643849,0,,
546.614669771967,1.46008219374444,546.614669771967,0,,
545.828612900086,1.46011485874924,545.828612900086,0,,
545.042556028205,1.46014761797256,545.042556028205,0,,
544.256499156323,1.46018047182264,544.256499156323,0,,
543.470442284445,1.46021342071006,543.470442284445,0,,
542.684385412562,1.46024646504781,542.684385412562,0,,
541.898328540683,1.46027960525124,541.898328540683,0,,
541.112271668802,1.46031284173815,541.112271668802,0,,
540.326214796921,1.46034617492875,540.326214796921,0,,
