sep=,
NKChart
X of n [Wavelength (nm)],n - n,X of k [Wavelength (nm)],k - k,X of nodes [Wavelength (nm)],nodes - k
563.121864081465,1.9319955356019,563.121864081465,0,,
562.335807209584,1.93212049613255,562.335807209584,0,,
561.549750337701,1.93224611067542,561.549750337701,0,,
560.763693465821,1.932372384149,560.763693465821,0,,
559.977636593939,1.93249932152231,559.977636593939,0,,
559.19157972206,1.9326269278156,559.19157972206,0,,
558.40552285018,1.93275520810103,558.40552285018,0,,
557.619465978299,1.93288416750339,557.619465978299,0,,
556.833409106417,1.93301381120087,556.833409106417,0,,
556.047352234537,1.93314414442576,556.047352234537,0,,
555.261295362656,1.93327517246524,555.261295362656,0,,
554.475238490774,1.93340690066213,554.475238490774,0,,
553.689181618894,1.93353933441569,553.689181618894,0,,
552.903124747014,1.93367247918243,552.903124747014,0,,
552.117067875132,1.9338063404769,552.117067875132,0,,
551.331011003252,1.93394092387257,551.331011003252,0,,
550.544954131371,1.93407623500264,550.544954131371,0,,
549.758897259489,1.93421227956091,549.758897259489,0,,
548.972840387608,1.93434906330268,548.972840387608,0,,
548.186783515729,1.93448659204565,548.186783515729,0,,
547.400726643849,1.93462487167081,547.400726643849,0,,
546.614669771967,1.93476390812342,546.614669771967,0,,
545.828612900086,1.93490370741392,545.828612900086,0,,
545.042556028205,1.93504427561893,545.042556028205,0,,
544.256499156323,1.93518561888226,544.256499156323,0,,
543.470442284445,1.93532774341588,543.470442284445,0,,
542.684385412562,1.93547065550099,542.684385412562,0,,
541.898328540683,1.93561436148906,541.898328540683,0,,
